date,co,no,no2,o3,so2,pm2_5,pm10,nh3
2021-09-01 15:00:00,574.11,18.55,39.41,0.1,6.26,43.57,68.34,4.37
2021-09-01 16:00:00,587.46,29.5,30.16,0.0,5.54,44.27,68.89,4.5
2021-09-01 17:00:00,587.46,33.98,28.1,0.0,6.44,45.21,67.98,4.94
2021-09-01 18:00:00,607.49,38.0,30.5,0.0,8.23,48.89,69.99,5.38
2021-09-01 19:00:00,620.84,42.02,30.5,0.0,8.82,52.17,72.48,5.57
2021-09-01 20:00:00,600.82,43.81,27.08,0.0,8.11,52.98,72.76,5.45
2021-09-01 21:00:00,580.79,46.49,21.94,0.0,7.03,51.79,70.96,3.83
2021-09-01 22:00:00,580.79,51.86,19.36,0.0,5.96,50.58,69.07,2.5
2021-09-01 23:00:00,674.25,62.59,20.56,0.0,6.44,52.03,67.95,2.85
2021-09-02 00:00:00,453.95,23.02,32.56,1.1,9.18,26.69,35.58,3.55
2021-09-02 01:00:00,327.11,7.26,22.96,12.16,6.2,10.09,15.86,2.0
2021-09-02 02:00:00,250.34,2.6,12.34,35.05,5.07,5.42,9.68,1.63
2021-09-02 03:00:00,213.62,0.95,5.91,56.51,4.65,4.04,8.02,1.08
2021-09-02 04:00:00,210.29,0.56,4.63,63.66,4.05,3.68,8.32,0.9
2021-09-02 05:00:00,208.62,0.27,3.26,67.23,2.71,3.29,8.23,0.65
2021-09-02 06:00:00,210.29,0.33,3.17,67.95,2.41,3.63,8.95,0.63
2021-09-02 07:00:00,211.95,0.49,3.34,68.67,2.53,4.29,9.94,0.71
2021-09-02 08:00:00,211.95,0.52,3.64,68.67,2.53,4.69,10.32,0.72
2021-09-02 09:00:00,213.62,0.32,4.54,65.8,2.53,4.57,9.94,0.73
2021-09-02 10:00:00,216.96,0.02,5.57,62.23,2.59,4.05,9.01,0.81
2021-09-02 11:00:00,220.3,0.0,5.74,60.8,2.65,3.52,8.15,0.91
2021-09-02 12:00:00,216.96,0.0,5.83,59.37,2.83,3.16,7.63,0.97
2021-09-02 13:00:00,216.96,0.0,6.43,56.51,3.31,2.96,7.26,1.09
2021-09-02 14:00:00,216.96,0.0,7.37,53.64,3.87,2.91,7.07,1.35
2021-09-02 15:00:00,216.96,0.0,8.57,50.78,4.77,2.93,6.82,1.62
2021-09-02 16:00:00,213.62,0.0,9.51,49.35,5.9,2.82,6.21,1.77
2021-09-02 17:00:00,211.95,0.0,10.63,47.92,6.97,2.77,5.84,1.98
2021-09-02 18:00:00,211.95,0.0,12.0,45.78,7.87,2.79,5.81,2.34
2021-09-02 19:00:00,213.62,0.0,13.54,42.56,8.82,2.91,5.96,2.72
2021-09-02 20:00:00,213.62,0.01,15.25,39.7,9.66,3.05,6.19,2.98
2021-09-02 21:00:00,213.62,0.01,17.14,35.76,10.37,3.24,6.52,3.29
2021-09-02 22:00:00,216.96,0.04,19.54,29.68,10.49,3.52,7.05,3.86
2021-09-02 23:00:00,236.99,0.69,23.65,21.46,10.97,4.37,8.64,4.62
2021-09-03 00:00:00,257.02,5.87,20.22,22.35,11.56,4.96,10.04,5.51
2021-09-03 01:00:00,257.02,9.05,16.45,28.25,12.88,5.19,10.64,6.59
2021-09-03 02:00:00,250.34,8.38,15.59,38.98,14.42,5.6,11.05,7.35
2021-09-03 03:00:00,233.65,3.38,10.2,70.1,12.88,6.84,11.3,5.38
2021-09-03 04:00:00,230.31,1.82,7.8,95.84,13.47,8.64,12.85,5.0
2021-09-03 05:00:00,226.97,1.27,6.68,113.01,15.74,9.78,13.77,3.64
2021-09-03 06:00:00,223.64,1.23,6.86,111.58,14.66,8.64,12.72,2.44
2021-09-03 07:00:00,216.96,1.13,6.26,94.41,10.25,5.57,9.59,1.79
2021-09-03 08:00:00,213.62,0.86,5.48,75.82,6.14,3.5,6.91,1.6
2021-09-03 09:00:00,213.62,0.47,5.91,62.23,4.17,2.62,5.91,1.31
2021-09-03 10:00:00,216.96,0.03,6.94,54.36,3.46,2.53,6.26,1.38
2021-09-03 11:00:00,220.3,0.0,7.8,50.78,3.82,2.69,6.7,1.65
2021-09-03 12:00:00,220.3,0.0,9.34,46.49,5.36,2.83,6.83,1.84
2021-09-03 13:00:00,220.3,0.0,10.63,43.99,6.68,2.92,7.05,2.01
2021-09-03 14:00:00,223.64,0.0,12.0,41.84,7.99,3.14,7.68,2.25
2021-09-03 15:00:00,223.64,0.01,15.08,37.55,9.89,3.61,8.51,2.66
2021-09-03 16:00:00,223.64,0.02,18.17,31.83,11.68,4.06,8.96,3.04
2021-09-03 17:00:00,216.96,0.03,19.88,26.46,12.04,4.44,9.13,3.29
2021-09-03 18:00:00,216.96,0.07,19.36,21.28,9.89,4.57,8.97,3.71
2021-09-03 19:00:00,211.95,0.09,15.25,19.67,6.26,4.05,7.97,3.93
2021-09-03 20:00:00,213.62,0.09,11.82,19.85,4.59,3.53,6.83,3.99
2021-09-03 21:00:00,220.3,0.07,10.63,21.1,4.41,3.31,6.04,4.62
2021-09-03 22:00:00,226.97,0.06,10.37,24.32,4.29,3.12,5.28,5.83
2021-09-03 23:00:00,233.65,0.1,10.11,26.82,3.82,2.84,4.86,6.52
2021-09-04 00:00:00,230.31,0.42,8.23,30.76,3.37,2.37,4.37,5.32
2021-09-04 01:00:00,230.31,0.94,7.11,34.33,3.61,2.47,4.91,4.75
2021-09-04 02:00:00,226.97,1.15,5.74,40.77,3.79,2.63,5.5,4.43
2021-09-04 03:00:00,216.96,0.47,4.54,45.78,2.95,2.43,5.17,3.52
2021-09-04 04:00:00,216.96,0.47,4.46,47.21,3.04,2.39,5.1,3.39
2021-09-04 05:00:00,220.3,0.48,4.67,50.07,3.31,2.5,5.22,3.36
2021-09-04 06:00:00,226.97,0.54,6.77,49.35,4.59,2.75,5.16,3.64
2021-09-04 07:00:00,230.31,0.61,9.43,44.7,5.66,2.88,4.99,4.18
2021-09-04 08:00:00,233.65,0.53,11.65,38.62,6.14,2.8,4.68,4.18
2021-09-04 09:00:00,257.02,0.36,18.51,26.82,7.03,3.41,5.58,3.61
2021-09-04 10:00:00,287.06,0.32,24.33,15.2,7.03,4.45,7.35,3.17
2021-09-04 11:00:00,290.39,0.5,24.68,11.27,6.08,4.98,8.33,2.82
2021-09-04 12:00:00,273.71,0.32,21.94,13.41,4.89,4.69,7.89,2.44
2021-09-04 13:00:00,257.02,0.21,19.02,15.02,4.17,4.02,6.7,2.12
2021-09-04 14:00:00,243.66,0.17,15.25,16.45,3.52,3.06,5.08,1.84
2021-09-04 15:00:00,223.64,0.07,9.6,22.35,2.86,1.9,3.12,1.52
2021-09-04 16:00:00,211.95,0.03,6.77,26.46,2.53,1.29,2.01,1.35
2021-09-04 17:00:00,208.62,0.02,5.74,29.33,2.44,1.09,1.59,1.25
2021-09-04 18:00:00,206.95,0.02,5.66,29.68,2.56,1.09,1.55,1.2
2021-09-04 19:00:00,208.62,0.04,7.03,25.75,3.31,1.27,1.8,1.38
2021-09-04 20:00:00,211.95,0.12,9.77,18.42,4.71,1.6,2.24,1.63
2021-09-04 21:00:00,216.96,0.52,14.74,9.3,7.09,2.49,3.28,1.85
2021-09-04 22:00:00,213.62,1.72,17.31,3.22,8.23,3.25,4.17,1.96
2021-09-04 23:00:00,226.97,2.63,17.99,2.66,8.23,3.29,4.45,2.12
2021-09-05 00:00:00,253.68,2.4,19.36,10.19,8.35,3.13,4.52,2.57
2021-09-05 01:00:00,263.69,3.86,17.48,20.74,8.82,3.08,4.66,4.05
2021-09-05 02:00:00,253.68,4.08,13.54,31.83,8.35,2.64,4.1,5.26
2021-09-05 03:00:00,233.65,2.12,6.17,50.07,4.71,1.53,2.28,3.17
2021-09-05 04:00:00,226.97,1.41,4.28,59.37,3.73,1.22,1.74,2.28
2021-09-05 05:00:00,216.96,1.13,3.26,62.23,3.01,0.92,1.33,2.01
2021-09-05 06:00:00,216.96,1.09,3.04,60.8,2.71,0.75,1.1,1.76
2021-09-05 07:00:00,216.96,1.33,4.03,59.37,3.37,0.84,1.22,1.58
2021-09-05 08:00:00,223.64,1.26,4.88,54.36,3.61,0.86,1.34,1.71
2021-09-05 09:00:00,230.31,0.92,8.4,43.63,4.89,1.11,1.8,2.41
2021-09-05 10:00:00,243.66,0.13,13.37,32.54,6.38,1.48,2.23,3.36
2021-09-05 11:00:00,257.02,0.1,15.94,25.39,7.09,1.9,2.8,3.8
2021-09-05 12:00:00,267.03,0.24,19.19,18.95,8.11,2.49,3.71,4.05
2021-09-05 13:00:00,277.04,0.47,22.62,13.23,8.7,3.1,4.72,4.62
2021-09-05 14:00:00,283.72,0.71,25.36,10.01,8.23,3.54,5.52,5.13
2021-09-05 15:00:00,277.04,0.51,23.99,11.8,7.15,3.3,5.43,5.83
2021-09-05 16:00:00,260.35,0.15,20.39,19.67,6.91,2.63,4.28,5.7
2021-09-05 17:00:00,243.66,0.04,17.31,32.19,7.75,2.18,3.38,5.89
2021-09-05 18:00:00,230.31,0.01,14.4,42.2,7.87,1.89,2.81,6.14
2021-09-05 19:00:00,230.31,0.01,13.88,42.2,7.87,1.87,2.79,5.95
2021-09-05 20:00:00,230.31,0.02,13.88,39.34,7.87,1.83,2.77,5.45
2021-09-05 21:00:00,226.97,0.03,13.71,36.12,7.75,1.79,2.75,4.94
2021-09-05 22:00:00,230.31,0.04,14.4,32.54,7.99,1.83,2.83,4.81
2021-09-05 23:00:00,243.66,0.47,16.28,28.97,8.35,2.2,3.48,5.07
2021-09-06 00:00:00,260.35,3.91,14.74,30.04,9.06,2.59,4.14,5.38
2021-09-06 01:00:00,263.69,6.2,12.51,34.69,9.66,2.68,4.3,5.64
2021-09-06 02:00:00,257.02,5.7,10.63,43.27,9.78,2.53,4.0,5.7
2021-09-06 03:00:00,233.65,2.88,6.68,59.37,6.74,1.71,2.59,3.45
2021-09-06 04:00:00,230.31,2.21,5.83,69.38,6.56,1.69,2.49,2.34
2021-09-06 05:00:00,226.97,1.82,5.23,73.67,6.2,1.6,2.71,1.65
2021-09-06 06:00:00,230.31,1.93,5.83,72.96,6.44,1.65,3.84,1.38
2021-09-06 07:00:00,230.31,2.12,7.03,70.1,6.97,1.79,5.36,1.31
2021-09-06 08:00:00,230.31,1.79,7.54,65.09,6.32,1.93,7.13,1.19
2021-09-06 09:00:00,236.99,1.17,10.45,57.22,6.91,2.58,9.81,1.43
2021-09-06 10:00:00,247.0,0.13,14.4,49.35,7.87,3.32,11.43,1.84
2021-09-06 11:00:00,260.35,0.01,16.45,46.49,8.35,4.13,12.61,2.22
2021-09-06 12:00:00,287.06,0.02,20.56,39.7,8.46,5.45,14.54,2.91
2021-09-06 13:00:00,317.1,0.06,25.02,32.19,8.7,6.84,15.83,3.1
2021-09-06 14:00:00,347.14,0.23,30.5,22.53,9.3,8.4,16.85,2.66
2021-09-06 15:00:00,383.85,1.13,40.44,10.28,10.49,10.39,18.19,2.6
2021-09-06 16:00:00,400.54,3.3,46.61,2.62,11.33,11.44,18.09,3.33
2021-09-06 17:00:00,383.85,5.64,44.55,0.64,11.56,10.75,16.19,3.45
2021-09-06 18:00:00,357.15,7.1,41.47,0.24,10.85,9.64,14.32,2.82
2021-09-06 19:00:00,340.46,9.5,37.7,0.05,9.3,9.31,14.0,2.47
2021-09-06 20:00:00,330.45,11.18,33.24,0.03,7.99,9.31,14.51,2.69
2021-09-06 21:00:00,310.42,11.51,28.1,0.04,7.39,8.61,13.92,3.04
2021-09-06 22:00:00,293.73,11.06,24.33,0.08,7.39,7.57,12.49,3.45
2021-09-06 23:00:00,313.76,13.97,21.94,1.15,7.87,7.93,13.13,4.56
2021-09-07 00:00:00,363.83,21.68,18.68,7.33,9.06,8.97,15.08,7.03
2021-09-07 01:00:00,433.92,31.74,21.08,12.16,12.64,11.84,19.2,10.39
2021-09-07 02:00:00,507.36,38.0,30.85,19.31,19.55,17.95,26.25,11.53
2021-09-07 03:00:00,307.08,11.29,22.28,55.08,18.6,9.98,13.94,6.21
2021-09-07 04:00:00,263.69,4.97,14.22,77.25,13.59,7.32,10.41,5.83
2021-09-07 05:00:00,243.66,2.93,10.11,86.55,10.97,5.01,7.53,5.19
2021-09-07 06:00:00,236.99,2.57,9.17,82.25,9.42,3.92,5.93,4.37
2021-09-07 07:00:00,250.34,3.27,12.34,77.25,11.56,4.23,6.34,4.62
2021-09-07 08:00:00,267.03,3.35,17.48,76.53,14.9,5.55,8.38,5.0
2021-09-07 09:00:00,380.52,3.35,37.7,63.66,15.5,11.35,18.27,6.52
2021-09-07 10:00:00,500.68,1.09,60.32,23.25,12.4,14.85,24.88,8.11
2021-09-07 11:00:00,567.44,3.74,63.75,4.87,10.73,16.49,28.52,9.12
2021-09-07 12:00:00,580.79,7.04,59.63,1.81,10.13,17.4,29.75,8.04
2021-09-07 13:00:00,567.44,10.95,55.52,0.53,12.16,17.83,27.99,9.25
2021-09-07 14:00:00,447.27,6.31,51.41,2.33,14.9,13.02,18.85,11.27
2021-09-07 15:00:00,310.42,0.3,33.93,17.17,15.02,5.42,7.94,10.39
2021-09-07 16:00:00,293.73,0.2,30.16,18.42,13.47,4.23,6.23,9.75
2021-09-07 17:00:00,283.72,0.24,30.16,16.63,13.23,4.04,5.87,8.61
2021-09-07 18:00:00,280.38,0.34,31.53,13.77,12.99,4.24,6.13,7.47
2021-09-07 19:00:00,280.38,0.64,33.59,9.66,12.52,4.69,6.76,6.08
2021-09-07 20:00:00,280.38,1.19,34.96,5.99,12.64,5.14,7.37,4.37
2021-09-07 21:00:00,283.72,2.38,35.64,2.86,13.11,5.64,8.07,3.26
2021-09-07 22:00:00,293.73,4.86,35.3,0.88,13.83,6.24,8.97,2.95
2021-09-07 23:00:00,330.45,12.18,32.9,1.68,14.42,7.99,11.71,3.39
2021-09-08 00:00:00,400.54,27.27,25.71,7.69,16.21,10.49,15.51,4.37
2021-09-08 01:00:00,460.63,39.34,25.36,11.44,20.74,13.06,19.09,6.33
2021-09-08 02:00:00,467.3,41.13,31.53,18.42,28.61,15.96,22.26,7.47
2021-09-08 03:00:00,297.07,12.29,20.91,46.49,19.07,7.35,10.2,3.55
2021-09-08 04:00:00,277.04,7.1,16.45,64.37,14.78,6.73,9.3,3.1
2021-09-08 05:00:00,270.37,4.14,13.02,83.69,11.44,7.51,10.3,3.48
2021-09-08 06:00:00,270.37,2.93,11.82,97.28,10.37,8.89,12.59,4.37
2021-09-08 07:00:00,270.37,2.63,13.2,103.0,11.56,13.49,18.73,4.81
2021-09-08 08:00:00,263.69,1.65,12.34,108.72,10.61,15.09,21.12,4.5
2021-09-08 09:00:00,267.03,0.78,14.05,107.29,9.89,17.29,23.73,3.96
2021-09-08 10:00:00,277.04,0.07,19.71,91.55,13.47,21.95,28.97,3.07
2021-09-08 11:00:00,283.72,0.0,24.33,77.96,15.97,25.78,33.45,2.22
2021-09-08 12:00:00,380.52,0.09,40.44,40.05,9.18,26.24,36.6,2.22
2021-09-08 13:00:00,480.65,3.47,49.35,7.6,6.68,27.34,40.76,2.91
2021-09-08 14:00:00,607.49,22.35,42.84,0.09,7.27,34.39,51.55,4.94
2021-09-08 15:00:00,761.03,45.6,37.36,0.0,8.35,45.42,64.5,6.52
2021-09-08 16:00:00,821.11,59.01,32.56,0.0,6.32,51.39,66.66,3.52
2021-09-08 17:00:00,821.11,60.8,31.87,0.0,6.02,52.3,62.94,2.57
2021-09-08 18:00:00,614.17,32.19,39.41,0.0,9.18,35.41,42.88,4.69
2021-09-08 19:00:00,480.65,23.92,29.47,0.0,6.8,21.75,27.55,4.05
2021-09-08 20:00:00,373.84,16.54,23.65,0.01,6.26,13.64,18.52,4.69
2021-09-08 21:00:00,317.1,12.52,21.94,0.05,6.62,9.9,14.16,5.19
2021-09-08 22:00:00,300.41,10.95,22.28,0.11,7.27,8.43,12.39,5.07
2021-09-08 23:00:00,330.45,14.08,23.31,1.39,8.11,9.0,13.77,5.26
2021-09-09 00:00:00,377.18,21.23,21.42,7.33,9.18,9.63,15.63,7.6
2021-09-09 01:00:00,400.54,24.36,22.28,11.36,10.85,9.77,16.82,13.93
2021-09-09 02:00:00,393.87,21.46,25.02,19.13,13.35,9.96,17.18,18.24
2021-09-09 03:00:00,297.07,8.61,19.19,52.93,13.95,5.43,9.07,11.4
2021-09-09 04:00:00,290.39,5.48,17.31,77.25,13.47,5.79,9.12,12.29
2021-09-09 05:00:00,293.73,3.41,15.42,104.43,13.35,6.68,10.21,13.81
2021-09-09 06:00:00,283.72,1.47,8.31,113.01,7.87,5.4,7.63,9.12
2021-09-09 07:00:00,283.72,1.34,9.0,111.58,8.23,5.11,7.02,7.85
2021-09-09 08:00:00,287.06,1.36,12.0,98.71,9.06,4.57,6.38,7.22
2021-09-09 09:00:00,293.73,0.85,18.85,72.24,10.85,3.97,5.91,7.6
2021-09-09 10:00:00,293.73,0.05,19.36,54.36,9.42,3.2,5.14,8.23
2021-09-09 11:00:00,287.06,0.0,14.22,55.79,7.39,2.78,4.52,7.47
2021-09-09 12:00:00,287.06,0.0,13.54,54.36,8.23,2.67,4.47,7.16
2021-09-09 13:00:00,283.72,0.0,15.42,50.07,9.78,2.91,4.88,7.22
2021-09-09 14:00:00,280.38,0.0,15.08,46.49,9.18,3.2,5.23,7.16
2021-09-09 15:00:00,337.12,0.27,25.36,25.03,7.63,5.87,9.56,8.99
2021-09-09 16:00:00,360.49,1.1,29.13,9.12,6.5,7.19,11.54,10.89
2021-09-09 17:00:00,353.81,2.54,29.82,3.89,6.68,7.88,12.46,11.78
2021-09-09 18:00:00,360.49,4.81,31.19,1.5,7.75,9.17,14.23,12.29
2021-09-09 19:00:00,350.48,5.36,28.79,1.33,6.97,9.41,14.47,12.41
2021-09-09 20:00:00,323.77,3.1,25.71,3.76,6.38,8.12,12.4,12.79
2021-09-09 21:00:00,293.73,0.13,19.54,21.99,6.97,5.68,8.35,12.16
2021-09-09 22:00:00,300.41,0.07,19.36,26.11,7.27,5.31,7.7,13.68
2021-09-09 23:00:00,323.77,0.44,24.33,20.92,8.35,5.97,8.87,17.73
2021-09-10 00:00:00,323.77,3.21,21.42,32.54,10.25,5.06,7.71,13.55
2021-09-10 01:00:00,347.14,7.71,22.28,38.98,13.47,5.64,8.74,10.64
2021-09-10 02:00:00,367.17,9.95,25.71,50.78,17.88,7.05,10.7,9.37
2021-09-10 03:00:00,347.14,5.92,23.99,67.23,16.45,7.01,10.44,7.66
2021-09-10 04:00:00,353.81,5.53,27.42,77.25,20.27,10.48,14.34,8.49
2021-09-10 05:00:00,317.1,3.74,20.39,82.97,17.88,10.01,13.67,5.19
2021-09-10 06:00:00,280.38,2.07,9.6,67.95,8.58,5.18,8.46,2.09
2021-09-10 07:00:00,267.03,2.07,8.05,58.65,6.74,5.34,11.15,1.62
2021-09-10 08:00:00,250.34,1.75,7.45,57.22,5.78,5.77,14.07,1.33
2021-09-10 09:00:00,277.04,1.96,14.57,43.63,5.19,6.63,16.76,1.77
2021-09-10 10:00:00,347.14,0.84,28.79,20.92,5.19,8.44,20.45,2.19
2021-09-10 11:00:00,403.88,2.32,36.67,7.6,5.48,10.85,24.91,2.41
2021-09-10 12:00:00,410.56,2.96,36.33,5.54,5.42,12.05,27.72,2.66
2021-09-10 13:00:00,383.85,1.87,33.59,7.6,5.42,12.04,28.07,2.47
2021-09-10 14:00:00,367.17,1.65,31.53,7.6,5.78,12.16,28.24,2.47
2021-09-10 15:00:00,353.81,2.46,28.79,4.47,5.78,11.95,26.94,2.53
2021-09-10 16:00:00,330.45,2.99,25.36,2.48,5.25,10.84,22.79,2.34
2021-09-10 17:00:00,300.41,1.96,21.76,3.31,4.29,9.45,18.03,2.15
2021-09-10 18:00:00,273.71,1.09,17.99,5.28,3.82,8.9,14.96,1.88
2021-09-10 19:00:00,253.68,1.05,14.74,5.19,3.82,9.02,13.45,1.74
2021-09-10 20:00:00,230.31,1.38,13.02,3.76,3.87,7.68,11.23,1.95
2021-09-10 21:00:00,216.96,1.62,13.02,3.26,4.29,5.62,8.68,3.04
2021-09-10 22:00:00,216.96,1.52,14.22,4.02,5.07,4.4,7.27,5.64
2021-09-10 23:00:00,243.66,3.16,15.77,6.08,6.2,4.59,7.89,10.26
2021-09-11 00:00:00,277.04,8.05,14.05,15.2,7.63,5.04,9.02,13.68
2021-09-11 01:00:00,290.39,9.16,13.71,25.39,8.58,5.09,9.52,13.68
2021-09-11 02:00:00,277.04,6.37,13.2,44.7,9.06,4.9,9.29,12.67
2021-09-11 03:00:00,233.65,1.9,6.77,78.68,6.32,3.07,5.71,6.78
2021-09-11 04:00:00,223.64,1.09,4.76,90.12,4.95,2.54,4.64,5.51
2021-09-11 05:00:00,223.64,0.82,3.98,94.41,4.53,2.39,4.38,4.75
2021-09-11 06:00:00,223.64,0.6,3.26,97.28,4.59,2.46,3.95,3.29
2021-09-11 07:00:00,226.97,0.75,4.41,97.28,5.78,2.73,4.1,3.29
2021-09-11 08:00:00,230.31,0.79,5.83,91.55,6.5,2.75,4.14,3.61
2021-09-11 09:00:00,253.68,0.92,12.17,74.39,7.87,3.16,5.0,5.19
2021-09-11 10:00:00,277.04,0.15,18.51,54.36,8.23,3.66,6.12,8.74
2021-09-11 11:00:00,283.72,0.0,19.19,42.56,7.87,3.92,6.88,12.41
2021-09-11 12:00:00,280.38,0.01,17.99,36.12,7.21,3.92,7.19,13.93
2021-09-11 13:00:00,267.03,0.01,15.08,33.98,6.26,3.6,6.67,13.05
2021-09-11 14:00:00,257.02,0.01,11.65,35.76,4.95,3.26,5.84,11.27
2021-09-11 15:00:00,243.66,0.0,7.97,40.41,3.58,2.76,4.6,9.25
2021-09-11 16:00:00,233.65,0.0,5.91,42.56,2.83,2.42,3.67,7.98
2021-09-11 17:00:00,226.97,0.0,4.8,45.78,2.47,2.25,3.12,6.4
2021-09-11 18:00:00,226.97,0.0,4.2,48.64,2.3,2.2,2.92,5.45
2021-09-11 19:00:00,226.97,0.0,4.24,48.64,2.33,2.38,3.08,5.7
2021-09-11 20:00:00,230.31,0.0,4.41,48.64,2.41,2.72,3.4,6.14
2021-09-11 21:00:00,233.65,0.0,4.76,48.64,2.62,3.22,3.93,6.33
2021-09-11 22:00:00,236.99,0.0,5.14,47.92,2.77,3.71,4.5,6.59
2021-09-11 23:00:00,240.33,0.14,6.08,46.49,3.01,4.1,5.18,6.84
2021-09-12 00:00:00,243.66,0.92,5.74,48.64,3.28,4.31,5.67,6.59
2021-09-12 01:00:00,247.0,1.43,5.31,55.08,3.79,4.66,6.21,6.33
2021-09-12 02:00:00,250.34,1.37,4.97,65.8,4.29,5.18,6.83,5.95
2021-09-12 03:00:00,247.0,0.91,3.86,78.68,4.23,5.17,6.86,4.62
2021-09-12 04:00:00,240.33,0.76,3.6,89.41,5.01,4.62,6.59,3.64
2021-09-12 05:00:00,230.31,0.66,3.34,92.98,4.89,3.64,5.78,2.82
2021-09-12 06:00:00,220.3,0.68,3.34,89.41,4.53,2.98,4.81,2.12
2021-09-12 07:00:00,223.64,0.86,4.46,85.12,5.07,3.03,4.86,2.47
2021-09-12 08:00:00,223.64,0.87,5.57,80.11,5.31,3.16,5.31,3.04
2021-09-12 09:00:00,240.33,0.79,10.37,67.95,6.5,3.64,6.45,4.31
2021-09-12 10:00:00,263.69,0.12,18.51,50.07,8.23,4.59,8.39,6.9
2021-09-12 11:00:00,287.06,0.01,23.31,36.48,9.3,5.8,10.94,8.49
2021-09-12 12:00:00,307.08,0.05,28.1,26.46,10.49,7.27,13.81,8.87
2021-09-12 13:00:00,307.08,0.05,26.05,26.46,10.13,8.03,15.56,8.49
2021-09-12 14:00:00,280.38,0.02,19.36,31.11,8.7,6.77,13.53,9.88
2021-09-12 15:00:00,247.0,0.03,15.59,30.4,7.87,3.82,7.6,7.41
2021-09-12 16:00:00,230.31,0.02,13.37,33.98,7.21,2.04,3.6,5.64
2021-09-12 17:00:00,223.64,0.01,14.4,39.34,8.35,1.56,2.44,5.7
2021-09-12 18:00:00,226.97,0.01,16.45,40.77,9.66,1.66,2.52,6.52
2021-09-12 19:00:00,233.65,0.01,19.88,38.27,11.44,2.0,3.06,7.79
2021-09-12 20:00:00,240.33,0.02,23.65,35.05,13.47,2.44,3.73,8.36
2021-09-12 21:00:00,247.0,0.03,26.05,31.83,15.02,2.9,4.43,7.85
2021-09-12 22:00:00,257.02,0.07,28.1,27.18,15.74,3.57,5.45,7.03
2021-09-12 23:00:00,297.07,2.12,31.87,20.21,16.69,5.31,8.19,7.22
2021-09-13 00:00:00,347.14,10.84,28.79,22.89,17.17,7.2,11.04,7.09
2021-09-13 01:00:00,350.48,12.85,25.71,28.97,16.69,7.37,11.13,5.76
2021-09-13 02:00:00,307.08,8.61,21.59,38.98,15.5,6.27,9.38,4.05
2021-09-13 03:00:00,236.99,2.49,10.03,58.65,8.82,3.48,5.06,1.58
2021-09-13 04:00:00,230.31,1.98,8.31,65.8,7.99,3.43,5.05,1.25
2021-09-13 05:00:00,226.97,1.65,7.2,68.67,7.03,3.16,5.05,1.05
2021-09-13 06:00:00,223.64,1.62,7.2,64.37,6.5,2.66,5.17,1.01
2021-09-13 07:00:00,223.64,1.62,7.97,57.94,6.5,2.5,5.98,1.03
2021-09-13 08:00:00,226.97,1.3,8.57,53.64,6.08,2.54,7.25,0.97
2021-09-13 09:00:00,230.31,0.66,9.94,48.64,5.84,2.71,9.13,0.98
2021-09-13 10:00:00,240.33,0.08,12.17,43.27,6.26,2.89,9.95,1.14
2021-09-13 11:00:00,250.34,0.03,13.54,38.27,6.8,3.15,10.04,1.33
2021-09-13 12:00:00,253.68,0.04,14.74,35.05,7.21,3.47,10.37,1.41
2021-09-13 13:00:00,253.68,0.03,14.4,36.48,7.15,3.49,10.09,1.36
2021-09-13 14:00:00,253.68,0.02,13.71,38.98,6.86,3.41,9.35,1.3
2021-09-13 15:00:00,247.0,0.02,12.85,39.34,6.56,3.08,8.25,1.09
2021-09-13 16:00:00,233.65,0.01,10.28,40.41,5.84,2.6,8.31,0.75
2021-09-13 17:00:00,226.97,0.01,8.74,42.2,5.19,2.56,9.48,0.6
2021-09-13 18:00:00,226.97,0.01,8.31,43.99,4.95,2.54,9.75,0.55
2021-09-13 19:00:00,223.64,0.01,9.08,43.27,5.36,2.48,8.94,0.58
2021-09-13 20:00:00,226.97,0.01,10.03,41.49,5.96,2.46,8.3,0.62
2021-09-13 21:00:00,226.97,0.02,10.88,39.34,6.56,2.51,8.36,0.68
2021-09-13 22:00:00,230.31,0.03,11.82,36.12,7.27,2.68,8.94,0.79
2021-09-13 23:00:00,243.66,0.35,13.71,31.11,7.99,3.1,9.8,1.06
2021-09-14 00:00:00,253.68,2.24,13.2,30.04,8.46,3.57,11.47,1.27
2021-09-14 01:00:00,250.34,3.33,10.63,33.62,7.99,3.7,13.22,1.33
2021-09-14 02:00:00,240.33,3.02,7.88,38.98,6.91,3.59,14.09,1.17
2021-09-14 03:00:00,226.97,2.12,5.66,44.7,5.19,3.12,12.8,0.86
2021-09-14 04:00:00,223.64,1.82,5.57,47.92,5.07,3.23,13.26,0.82
2021-09-14 05:00:00,223.64,1.48,5.57,51.5,4.77,3.43,13.94,0.78
2021-09-14 06:00:00,223.64,1.24,6.26,52.93,4.95,3.54,13.63,0.81
2021-09-14 07:00:00,226.97,0.99,7.37,52.21,5.36,3.78,13.97,0.85
2021-09-14 08:00:00,226.97,0.58,8.31,51.5,5.31,3.94,14.36,0.86
2021-09-14 09:00:00,233.65,0.21,9.51,52.93,5.25,4.09,15.12,0.88
2021-09-14 10:00:00,240.33,0.02,10.88,58.65,5.42,4.13,15.57,0.98
2021-09-14 11:00:00,247.0,0.0,11.48,63.66,5.66,4.18,15.84,1.06
2021-09-14 12:00:00,247.0,0.0,11.65,63.66,5.9,4.42,18.41,1.25
